age,female_ABCD,female_QTAB,female_PING,female_PNC,female_ds000119,female_SLIM,female_QTIM,female_Beijing,female_AOMIC-PIOP2,female_ds000202,female_AOMIC-PIOP1,female_AOMIC-ID1000,female_CoRR,female_HCP,female_FCON1000,female_NIMH,female_NKI-RS,female_MPI-LEMON,female_ds003592,female_ds000222,female_SALD,female_IXI,female_Cam-CAN,female_DLBS,female_UKBB,female_ADNI,male_ABCD,male_QTAB,male_PING,male_PNC,male_ds000119,male_SLIM,male_QTIM,male_Beijing,male_AOMIC-PIOP2,male_ds000202,male_AOMIC-PIOP1,male_AOMIC-ID1000,male_CoRR,male_HCP,male_FCON1000,male_NIMH,male_NKI-RS,male_MPI-LEMON,male_ds003592,male_ds000222,male_SALD,male_IXI,male_Cam-CAN,male_DLBS,male_UKBB,male_ADNI
24,0.0,0.0,0.0,0.0,0.0,0.002360876897133221,0.024620573355817875,0.027318718381112984,0.030016863406408096,0.03136593591905565,0.0357504215851602,0.09173693086003373,0.10421585160202361,0.10826306913996628,0.11399662731871837,0.11500843170320404,0.11669477234401349,0.11669477234401349,0.11838111298482293,0.11905564924114671,0.12478920741989882,0.12715008431703204,0.12883642495784148,0.13119730185497472,0.13119730185497472,0.13119730185497472,0.0,0.0,0.0,0.0,0.0,0.002023608768971332,0.016863406408094434,0.01821247892074199,0.021922428330522766,0.021922428330522766,0.024620573355817875,0.07689713322091063,0.08836424957841484,0.09747048903878583,0.1015177065767285,0.10320404721753794,0.1045531197301855,0.1045531197301855,0.10590219224283305,0.10590219224283305,0.10994940978077572,0.11231028667790893,0.11298482293423272,0.11298482293423272,0.11298482293423272,0.11298482293423272
25,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.014165261382799325,0.014502529510961214,0.016526138279932545,0.019561551433389546,0.021585160202360877,0.07116357504215852,0.07723440134907252,0.08397976391231028,0.08768971332209106,0.08903878583473862,0.09038785834738618,0.09038785834738618,0.09106239460370995,0.09106239460370995,0.09409780775716695,0.09578414839797639,0.09713322091062394,0.09713322091062394,0.09713322091062394,0.09713322091062394,0.0,0.0,0.0,0.0,0.0003372681281618887,0.002023608768971332,0.01045531197301855,0.011467116357504217,0.01315345699831366,0.01315345699831366,0.013827993254637436,0.06239460370994941,0.0745362563237774,0.08768971332209106,0.09173693086003373,0.09308600337268128,0.0954468802698145,0.0954468802698145,0.09679595278246206,0.09747048903878583,0.10050590219224283,0.10286677908937605,0.10354131534569982,0.10387858347386172,0.10387858347386172,0.10387858347386172
26,0.0,0.0,0.0,0.0,0.0006745362563237774,0.001011804384485666,0.0178752107925801,0.01888701517706577,0.01888701517706577,0.019561551433389546,0.02023608768971332,0.024283305227655986,0.035075885328836424,0.04924114671163575,0.05564924114671164,0.057672849915682965,0.06037099494097808,0.06037099494097808,0.061720067453625634,0.061720067453625634,0.06374367622259697,0.0657672849915683,0.06644182124789208,0.06677908937605397,0.06677908937605397,0.06677908937605397,0.0,0.0,0.0,0.0,0.0003372681281618887,0.001011804384485666,0.012816188870151771,0.01315345699831366,0.01315345699831366,0.01315345699831366,0.013490725126475547,0.02057335581787521,0.02900505902192243,0.040809443507588535,0.043170320404721754,0.04418212478920742,0.047217537942664416,0.047217537942664416,0.04856661045531197,0.04957841483979764,0.050252951096121413,0.051264755480607084,0.05227655986509275,0.05261382799325464,0.05261382799325464,0.05261382799325464
27,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.010792580101180439,0.010792580101180439,0.010792580101180439,0.011467116357504217,0.011467116357504217,0.011467116357504217,0.01888701517706577,0.03204047217537943,0.034401349072512646,0.0357504215851602,0.03811129848229342,0.04215851602023609,0.04418212478920742,0.045531197301854974,0.047217537942664416,0.04924114671163575,0.04991568296795953,0.04991568296795953,0.04991568296795953,0.04991568296795953,0.0,0.0,0.0,0.0,0.0,0.0,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.01045531197301855,0.02900505902192243,0.03069139966273187,0.03102866779089376,0.03305227655986509,0.04688026981450253,0.047217537942664416,0.047892074198988194,0.048903878583473864,0.04924114671163575,0.050590219224283306,0.050590219224283306,0.050590219224283306,0.050590219224283306
28,0.0,0.0,0.0,0.0,0.0,0.0,0.005396290050590219,0.005733558178752108,0.005733558178752108,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.01011804384485666,0.024957841483979764,0.02664418212478921,0.02866779089376054,0.03035413153456998,0.03035413153456998,0.03204047217537943,0.032715008431703205,0.03305227655986509,0.03541315345699832,0.037436762225969644,0.03811129848229342,0.03811129848229342,0.03811129848229342,0.0,0.0,0.0,0.0,0.0,0.0,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.00505902192242833,0.017537942664418212,0.019224283305227657,0.02023608768971332,0.022259696458684655,0.022259696458684655,0.02327150084317032,0.023608768971332208,0.023608768971332208,0.025632377740303542,0.026981450252951095,0.026981450252951095,0.026981450252951095,0.026981450252951095
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0030354131534569982,0.0030354131534569982,0.0030354131534569982,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.004721753794266442,0.021247892074198988,0.022934232715008433,0.025295109612141653,0.025632377740303542,0.025632377740303542,0.02596964586846543,0.026981450252951095,0.026981450252951095,0.02833052276559865,0.030016863406408096,0.03102866779089376,0.03102866779089376,0.03102866779089376,0.0,0.0,0.0,0.0,0.0,0.0,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.003709949409780776,0.01585160202360877,0.0178752107925801,0.019898819561551432,0.0209106239460371,0.0209106239460371,0.022259696458684655,0.02327150084317032,0.023608768971332208,0.02596964586846543,0.027655986509274873,0.027655986509274873,0.027655986509274873,0.027655986509274873
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0003372681281618887,0.0030354131534569982,0.0209106239460371,0.021585160202360877,0.022934232715008433,0.024957841483979764,0.024957841483979764,0.025295109612141653,0.025295109612141653,0.02630691399662732,0.026981450252951095,0.027655986509274873,0.02833052276559865,0.02833052276559865,0.02833052276559865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007082630691399663,0.016526138279932545,0.01888701517706577,0.02023608768971332,0.021247892074198988,0.021247892074198988,0.021247892074198988,0.021585160202360877,0.022934232715008433,0.025632377740303542,0.02664418212478921,0.027655986509274873,0.027655986509274873,0.027655986509274873
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.014839797639123103,0.01585160202360877,0.016526138279932545,0.0178752107925801,0.0178752107925801,0.01854974704890388,0.01888701517706577,0.01888701517706577,0.02023608768971332,0.0209106239460371,0.021585160202360877,0.021585160202360877,0.021585160202360877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003372681281618887,0.01517706576728499,0.016863406408094434,0.017200674536256323,0.0178752107925801,0.0178752107925801,0.0178752107925801,0.01854974704890388,0.01888701517706577,0.02057335581787521,0.021922428330522766,0.022934232715008433,0.022934232715008433,0.022934232715008433
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016863406408094434,0.0178752107925801,0.019224283305227657,0.019898819561551432,0.021247892074198988,0.022934232715008433,0.022934232715008433,0.022934232715008433,0.02327150084317032,0.024620573355817875,0.027318718381112984,0.02833052276559865,0.02833052276559865,0.02833052276559865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004721753794266442,0.01551433389544688,0.016188870151770656,0.016863406408094434,0.0178752107925801,0.019898819561551432,0.02023608768971332,0.02057335581787521,0.02057335581787521,0.021585160202360877,0.022259696458684655,0.022596964586846544,0.022596964586846544,0.022596964586846544
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023608768971332,0.01854974704890388,0.01888701517706577,0.02057335581787521,0.021247892074198988,0.021247892074198988,0.021247892074198988,0.021247892074198988,0.021922428330522766,0.023608768971332208,0.025295109612141653,0.02596964586846543,0.02596964586846543,0.02596964586846543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026981450252951096,0.011467116357504217,0.012816188870151771,0.012816188870151771,0.014502529510961214,0.014502529510961214,0.014502529510961214,0.014502529510961214,0.01551433389544688,0.017537942664418212,0.01854974704890388,0.019224283305227657,0.019224283305227657,0.019224283305227657
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.011804384485666104,0.012141652613827993,0.013827993254637436,0.016863406408094434,0.016863406408094434,0.016863406408094434,0.017200674536256323,0.01854974704890388,0.019561551433389546,0.0209106239460371,0.021922428330522766,0.021922428330522766,0.021922428330522766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016863406408094434,0.007082630691399663,0.008431703204047217,0.008768971332209106,0.009106239460370995,0.009106239460370995,0.009443507588532884,0.009443507588532884,0.010792580101180439,0.012478920741989882,0.014502529510961214,0.014502529510961214,0.014502529510961214,0.014502529510961214
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.014165261382799325,0.01517706576728499,0.01551433389544688,0.017537942664418212,0.017537942664418212,0.017537942664418212,0.017537942664418212,0.017537942664418212,0.01854974704890388,0.021247892074198988,0.022259696458684655,0.022259696458684655,0.022259696458684655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.003709949409780776,0.004384485666104553,0.0064080944350758855,0.00775716694772344,0.00775716694772344,0.00775716694772344,0.00775716694772344,0.008768971332209106,0.01045531197301855,0.011804384485666104,0.011804384485666104,0.011804384485666104,0.011804384485666104
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0030354131534569982,0.0030354131534569982,0.004384485666104553,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.006745362563237774,0.008094435075885328,0.009106239460370995,0.009443507588532884,0.009443507588532884,0.009443507588532884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.002023608768971332,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.004047217537942664,0.005733558178752108,0.007419898819561552,0.007419898819561552,0.007419898819561552
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.001011804384485666,0.0016863406408094434,0.004047217537942664,0.004047217537942664,0.004047217537942664,0.004047217537942664,0.004721753794266442,0.0060708263069139965,0.006745362563237774,0.007419898819561552,0.007419898819561552,0.007419898819561552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.0016863406408094434,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0030354131534569982,0.004047217537942664,0.00775716694772344,0.00775716694772344,0.00775716694772344,0.00775716694772344
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0003372681281618887,0.001011804384485666,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.0026981450252951096,0.003372681281618887,0.003709949409780776,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.001011804384485666,0.001011804384485666,0.0030354131534569982,0.0030354131534569982,0.0030354131534569982,0.0030354131534569982,0.003372681281618887,0.004721753794266442,0.0064080944350758855,0.006745362563237774,0.006745362563237774,0.006745362563237774
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0016863406408094434,0.002023608768971332,0.003709949409780776,0.004047217537942664,0.004047217537942664,0.004047217537942664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005396290050590219,0.005396290050590219,0.0060708263069139965,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.0064080944350758855,0.006745362563237774,0.008094435075885328,0.009106239460370995,0.009106239460370995,0.009106239460370995,0.009106239460370995
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.001011804384485666,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.002360876897133221,0.0026981450252951096,0.004384485666104553,0.0060708263069139965,0.0060708263069139965,0.0060708263069139965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004721753794266442,0.004721753794266442,0.005396290050590219,0.005396290050590219,0.0060708263069139965,0.0060708263069139965,0.0060708263069139965,0.0060708263069139965,0.007419898819561552,0.008431703204047217,0.011129848229342328,0.011129848229342328,0.011129848229342328,0.011129848229342328
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.001011804384485666,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.004384485666104553,0.0060708263069139965,0.006745362563237774,0.006745362563237774,0.006745362563237774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.001011804384485666,0.0013490725126475548,0.0013490725126475548,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.0026981450252951096,0.005396290050590219,0.0064080944350758855,0.006745362563237774,0.006745362563237774,0.006745362563237774
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0006745362563237774,0.002023608768971332,0.006745362563237774,0.006745362563237774,0.006745362563237774,0.006745362563237774,0.008431703204047217,0.01011804384485666,0.012141652613827993,0.012478920741989882,0.012478920741989882,0.012478920741989882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013490725126475548,0.0013490725126475548,0.0026981450252951096,0.0026981450252951096,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.005396290050590219,0.005733558178752108,0.007419898819561552,0.00775716694772344,0.00775716694772344,0.00775716694772344
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.001011804384485666,0.002023608768971332,0.002023608768971332,0.00505902192242833,0.00505902192242833,0.00505902192242833,0.00505902192242833,0.00505902192242833,0.0060708263069139965,0.007419898819561552,0.008431703204047217,0.008431703204047217,0.008431703204047217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.001011804384485666,0.002023608768971332,0.0026981450252951096,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.003709949409780776,0.004384485666104553,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.004721753794266442
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0013490725126475548,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.005733558178752108,0.00775716694772344,0.009780775716694773,0.011129848229342328,0.011129848229342328,0.011129848229342328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0013490725126475548,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.003709949409780776,0.004047217537942664,0.00505902192242833,0.005396290050590219,0.005733558178752108,0.005733558178752108
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.001011804384485666,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.0064080944350758855,0.007082630691399663,0.008431703204047217,0.008768971332209106,0.009443507588532884,0.009443507588532884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.0060708263069139965,0.00775716694772344,0.00775716694772344,0.008094435075885328,0.008094435075885328
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.003372681281618887,0.004384485666104553,0.0064080944350758855,0.006745362563237774,0.011804384485666104,0.011804384485666104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0016863406408094434,0.0030354131534569982,0.004721753794266442,0.00505902192242833,0.008768971332209106,0.008768971332209106
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.001011804384485666,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.004047217537942664,0.004047217537942664,0.005733558178752108,0.0064080944350758855,0.02630691399662732,0.02630691399662732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.0013490725126475548,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.002023608768971332,0.0026981450252951096,0.003372681281618887,0.005396290050590219,0.0060708263069139965,0.022259696458684655,0.022259696458684655
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0013490725126475548,0.002023608768971332,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.00505902192242833,0.005733558178752108,0.00775716694772344,0.008431703204047217,0.05396290050590219,0.05396290050590219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013490725126475548,0.0013490725126475548,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0026981450252951096,0.004047217537942664,0.0060708263069139965,0.006745362563237774,0.0387858347386172,0.0387858347386172
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013490725126475548,0.0013490725126475548,0.002360876897133221,0.00505902192242833,0.008094435075885328,0.008094435075885328,0.008094435075885328,0.008094435075885328,0.01045531197301855,0.012141652613827993,0.013827993254637436,0.014839797639123103,0.0836424957841484,0.0836424957841484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023608768971332,0.002023608768971332,0.002360876897133221,0.002360876897133221,0.0030354131534569982,0.0030354131534569982,0.0030354131534569982,0.0030354131534569982,0.003709949409780776,0.004047217537942664,0.004384485666104553,0.004384485666104553,0.06475548060708262,0.06475548060708262
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.004047217537942664,0.00505902192242833,0.0060708263069139965,0.006745362563237774,0.11163575042158516,0.11163575042158516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434,0.002023608768971332,0.0026981450252951096,0.0026981450252951096,0.003372681281618887,0.09207419898819562,0.09207419898819562
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0013490725126475548,0.002023608768971332,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.004384485666104553,0.005733558178752108,0.0064080944350758855,0.008094435075885328,0.009106239460370995,0.1608768971332209,0.1608768971332209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0016863406408094434,0.0026981450252951096,0.004047217537942664,0.004721753794266442,0.11433389544688027,0.11433389544688027
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372681281618887,0.0003372681281618887,0.001011804384485666,0.0026981450252951096,0.006745362563237774,0.006745362563237774,0.006745362563237774,0.006745362563237774,0.007419898819561552,0.009106239460370995,0.010792580101180439,0.010792580101180439,0.18279932546374367,0.18279932546374367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.002023608768971332,0.002360876897133221,0.004047217537942664,0.004721753794266442,0.1527824620573356,0.1527824620573356
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.001011804384485666,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.003372681281618887,0.004384485666104553,0.0060708263069139965,0.007419898819561552,0.008094435075885328,0.20202360876897132,0.20202360876897132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0016863406408094434,0.0016863406408094434,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.004047217537942664,0.00505902192242833,0.005733558178752108,0.0060708263069139965,0.17301854974704892,0.17301854974704892
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.0013490725126475548,0.002360876897133221,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.004721753794266442,0.006745362563237774,0.009443507588532884,0.010792580101180439,0.011804384485666104,0.21956155143338954,0.21956155143338954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006745362563237774,0.0006745362563237774,0.001011804384485666,0.001011804384485666,0.001011804384485666,0.001011804384485666,0.002023608768971332,0.0026981450252951096,0.004721753794266442,0.005396290050590219,0.16256323777403037,0.16256323777403037
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011804384485666,0.001011804384485666,0.0013490725126475548,0.002023608768971332,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.0026981450252951096,0.004047217537942664,0.0060708263069139965,0.007419898819561552,0.008094435075885328,0.23743676222596966,0.23743676222596966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013490725126475548,0.0013490725126475548,0.0013490725126475548,0.0016863406408094434,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.002360876897133221,0.0026981450252951096,0.004384485666104553,0.006745362563237774,0.007419898819561552,0.17436762225969646,0.17436762225969646
